name,category,ingredients,ingredients_str,label,no_numbers_units,processed_ingredients
Canadian Butter Tarts,Dessert,"['375g Shortcrust Pastry', '2 large Eggs', '175g Muscovado Sugar', '100g Raisins', '1 tsp Vanilla Extract', '50g Butter', '4 tsp Single Cream', '50g Walnuts']",375g Shortcrust Pastry | 2 large Eggs | 175g Muscovado Sugar | 100g Raisins | 1 tsp Vanilla Extract | 50g Butter | 4 tsp Single Cream | 50g Walnuts,Non-Meat, shortcrust pastry |  large eggs |  muscovado sugar |  raisins |  vanilla extract |  butter |  single cream |  walnuts,shortcrust pastri larg egg muscovado sugar raisin vanilla extract butter singl cream walnut
Carrot Cake,Dessert,"['450ml Vegetable Oil', '400g Plain Flour', '2 tsp Bicarbonate Of Soda', '550ml Sugar', '5 Eggs', '½ tsp Salt', '2 tsp Cinnamon', '500g grated Carrots', '150g Walnuts', '200g Cream Cheese', '150g Caster Sugar', '100g Butter']",450ml Vegetable Oil | 400g Plain Flour | 2 tsp Bicarbonate Of Soda | 550ml Sugar | 5 Eggs | ½ tsp Salt | 2 tsp Cinnamon | 500g grated Carrots | 150g Walnuts | 200g Cream Cheese | 150g Caster Sugar | 100g Butter,Non-Meat, vegetable oil |  plain flour |  bicarbonate of soda |  sugar |  eggs |  salt |  cinnamon |  grated carrots |  walnuts |  cream cheese |  caster sugar |  butter,veget oil plain flour bicarbon soda sugar egg salt cinnamon grate carrot walnut cream chees caster sugar butter
Cashew Ghoriba Biscuits,Dessert,"['250g Cashew Nuts', '100g Icing Sugar', '2 Egg Yolks', '2 tbs Orange Blossom Water', 'To Glaze Icing Sugar', '100g Almonds']",250g Cashew Nuts | 100g Icing Sugar | 2 Egg Yolks | 2 tbs Orange Blossom Water | To Glaze Icing Sugar | 100g Almonds,Non-Meat, cashew nuts |  icing sugar |  egg yolks |  orange blossom water | to glaze icing sugar |  almonds,cashew nut ice sugar egg yolk orang blossom water glaze ice sugar almond
Chelsea Buns,Dessert,"['500g White Flour', '1 tsp Salt', '7g Yeast', '300ml Milk', '40g Butter', '1 Eggs', 'Dash Vegetable Oil', '25g Butter', '75g Brown Sugar', '2 tsp Cinnamon', '150g Dried Fruit', '2 tbs Milk', '2 tbs Caster Sugar']",500g White Flour | 1 tsp Salt | 7g Yeast | 300ml Milk | 40g Butter | 1 Eggs | Dash Vegetable Oil | 25g Butter | 75g Brown Sugar | 2 tsp Cinnamon | 150g Dried Fruit | 2 tbs Milk | 2 tbs Caster Sugar,Non-Meat, white flour |  salt |  yeast |  milk |  butter |  eggs | dash vegetable oil |  butter |  brown sugar |  cinnamon |  dried fruit |  milk |  caster sugar,white flour salt yeast milk butter egg dash veget oil butter brown sugar cinnamon dri fruit milk caster sugar
Chinon Apple Tarts,Dessert,"['320g Puff Pastry', '4 tbs Dark Brown Soft Sugar', '3 Braeburn Apples', '4 tbs Red Wine Jelly', '100ml Creme Fraiche', '1 tbs Icing Sugar', '3 Cardamom']",320g Puff Pastry | 4 tbs Dark Brown Soft Sugar | 3 Braeburn Apples | 4 tbs Red Wine Jelly | 100ml Creme Fraiche | 1 tbs Icing Sugar | 3 Cardamom,Non-Meat, puff pastry |  dark brown soft sugar |  braeburn apples |  red wine jelly |  creme fraiche |  icing sugar |  cardamom,puff pastri dark brown soft sugar braeburn appl red wine jelli creme fraich ice sugar cardamom
Choc Chip Pecan Pie,Dessert,"['300g Plain Flour', '75g Butter', '100g Cream Cheese', '1 tbls Icing Sugar', '150g Butter', '200ml Maple Syrup', '250g Light Brown Soft Sugar', '100g Dark Brown Soft Sugar', '4 Eggs', '1 tsp Vanilla Extract', '400g Pecan Nuts', '200g Dark Chocolate Chips']",300g Plain Flour | 75g Butter | 100g Cream Cheese | 1 tbls Icing Sugar | 150g Butter | 200ml Maple Syrup | 250g Light Brown Soft Sugar | 100g Dark Brown Soft Sugar | 4 Eggs | 1 tsp Vanilla Extract | 400g Pecan Nuts | 200g Dark Chocolate Chips,Non-Meat, plain flour |  butter |  cream cheese |  tbls icing sugar |  butter |  maple syrup |  light brown soft sugar |  dark brown soft sugar |  eggs |  vanilla extract |  pecan nuts |  dark chocolate chips,plain flour butter cream chees tbl ice sugar butter mapl syrup light brown soft sugar dark brown soft sugar egg vanilla extract pecan nut dark chocol chip
Chocolate Avocado Mousse,Dessert,"['1 Banana', '3 tbsp Cacao', '1 Avocado', '2 tblsp Honey', '1 tsp Lemon Juice', '1 tsp Vanilla', '2 tbsp Water', 'pinch Sea Salt']",1 Banana | 3 tbsp Cacao | 1 Avocado | 2 tblsp Honey | 1 tsp Lemon Juice | 1 tsp Vanilla | 2 tbsp Water | pinch Sea Salt,Non-Meat, banana |  cacao |  avocado |  honey |  lemon juice |  vanilla |  water | pinch sea salt,banana cacao avocado honey lemon juic vanilla water pinch sea salt
Chocolate Caramel Crispy,Dessert,"['6 chopped Mars Bar', '150g Butter', '120g Rice Krispies', '150g Milk Chocolate']",6 chopped Mars Bar | 150g Butter | 120g Rice Krispies | 150g Milk Chocolate,Non-Meat, mars bar |  butter |  rice krispies |  milk chocolate,mar bar butter rice krispi milk chocol
Chocolate Gateau,Dessert,"['250g Plain chocolate', '175g Butter', '2 tablespoons Milk', '5 Eggs', '175g Granulated Sugar', '125g Flour']",250g Plain chocolate | 175g Butter | 2 tablespoons Milk | 5 Eggs | 175g Granulated Sugar | 125g Flour,Non-Meat, plain chocolate |  butter |  milk |  eggs |  granulated sugar |  flour,plain chocol butter milk egg granul sugar flour
Chocolate Raspberry Brownies,Dessert,"['200g Dark Chocolate', '100g Milk Chocolate', '250g Salted Butter', '400g Light Brown Soft Sugar', '4 large Eggs', '140g Plain Flour', '50g Cocoa', '200g Raspberries']",200g Dark Chocolate | 100g Milk Chocolate | 250g Salted Butter | 400g Light Brown Soft Sugar | 4 large Eggs | 140g Plain Flour | 50g Cocoa | 200g Raspberries,Non-Meat, dark chocolate |  milk chocolate |  salted butter |  light brown soft sugar |  large eggs |  plain flour |  cocoa |  raspberries,dark chocol milk chocol salt butter light brown soft sugar larg egg plain flour cocoa raspberri
Chocolate Souffle,Dessert,"['142ml Single Cream', '25g Caster Sugar', '100g Dark Chocolate', '25g Butter', 'drizzle Butter', '50g Caster Sugar', '175g Dark Chocolate', '2 tbs Double Cream', '4 Egg Yolks', '5 Egg White', '2 tbs Double Cream', 'to serve Icing Sugar']",142ml Single Cream | 25g Caster Sugar | 100g Dark Chocolate | 25g Butter | drizzle Butter | 50g Caster Sugar | 175g Dark Chocolate | 2 tbs Double Cream | 4 Egg Yolks | 5 Egg White | 2 tbs Double Cream | to serve Icing Sugar,Non-Meat, single cream |  caster sugar |  dark chocolate |  butter | drizzle butter |  caster sugar |  dark chocolate |  double cream |  egg yolks |  egg white |  double cream | to serve icing sugar,singl cream caster sugar dark chocol butter drizzl butter caster sugar dark chocol doubl cream egg yolk egg white doubl cream serv ice sugar
Christmas cake,Dessert,"['200g Butter', '200g Muscovado Sugar', '200g Plain Flour', '4 Beaten Eggs', '50g Ground Almonds', '100ml Sherry', '85g Candied Peel', '85g Glace Cherry', '250g Raisins', '250g Currants', '100g Pecan Nuts', 'Grated zest of 1 Lemon', '1 ½ tbsp Mixed Spice', '1 ½ tbsp Rose water', '1/2 tsp Vanilla Extract', '1/2 tsp Baking Powder']",200g Butter | 200g Muscovado Sugar | 200g Plain Flour | 4 Beaten Eggs | 50g Ground Almonds | 100ml Sherry | 85g Candied Peel | 85g Glace Cherry | 250g Raisins | 250g Currants | 100g Pecan Nuts | Grated zest of 1 Lemon | 1 ½ tbsp Mixed Spice | 1 ½ tbsp Rose water | 1/2 tsp Vanilla Extract | 1/2 tsp Baking Powder,Non-Meat, butter |  muscovado sugar |  plain flour |  beaten eggs |  ground almonds |  sherry |  candied peel |  glace cherry |  raisins |  currants |  pecan nuts | grated zest of  lemon |   mixed spice |   rose water |  vanilla extract |  baking powder,butter muscovado sugar plain flour beaten egg ground almond sherri candi peel glace cherri raisin currant pecan nut grate zest lemon mix spice rose water vanilla extract bake powder
Christmas Pudding Flapjack,Dessert,"['250g salted butter', '225g dark soft brown sugar', '150g golden syrup', 'Zest of 1 orange', '500g rolled oats', '250g Christmas pudding']",250g salted butter | 225g dark soft brown sugar | 150g golden syrup | Zest of 1 orange | 500g rolled oats | 250g Christmas pudding,Non-Meat, salted butter |  dark soft brown sugar |  golden syrup | zest of  orange |  rolled oats |  christmas pudding,salt butter dark soft brown sugar golden syrup zest orang roll oat christma pud
Christmas Pudding Trifle,Dessert,"['3 Orange', '1 tbs Demerara Sugar', '2 tbs Grand Marnier', '300g Christmas Pudding', '500g Custard', '250g Mascarpone', '284ml Double Cream', 'Handful Flaked Almonds', 'Grated Dark Chocolate']",3 Orange | 1 tbs Demerara Sugar | 2 tbs Grand Marnier | 300g Christmas Pudding | 500g Custard | 250g Mascarpone | 284ml Double Cream | Handful Flaked Almonds | Grated Dark Chocolate,Non-Meat, orange |  demerara sugar |  grand marnier |  christmas pudding |  custard |  mascarpone |  double cream | handful flaked almonds | grated dark chocolate,orang demerara sugar grand marnier christma pud custard mascarpon doubl cream hand flake almond grate dark chocol
Classic Christmas pudding,Dessert,"['50g Almonds', '2 large Bramley Apples', '200g Candied Peel', '1 whole Nutmeg', '1kg Raisins', '140g Plain Flour', '100g Breadcrumbs', '100g Muscovado Sugar', '3 Large Eggs', '2 tbs Brandy', '250g Butter']",50g Almonds | 2 large Bramley Apples | 200g Candied Peel | 1 whole Nutmeg | 1kg Raisins | 140g Plain Flour | 100g Breadcrumbs | 100g Muscovado Sugar | 3 Large Eggs | 2 tbs Brandy | 250g Butter,Non-Meat, almonds |  large bramley apples |  candied peel |  whole nutmeg |  raisins |  plain flour |  breadcrumbs |  muscovado sugar |  large eggs |  brandy |  butter,almond larg bramley appl candi peel whole nutmeg raisin plain flour breadcrumb muscovado sugar larg egg brandi butter
Dundee cake,Dessert,"['100g Almonds', '180g Butter', '180g Muscovado Sugar', 'Zest of 1 Orange', '3 tbs Apricot Jam', '225g Plain Flour', '1 tsp Baking Powder', '3 Large Eggs', '100g Ground Almonds', '2 tbs Milk', '500g Dried Fruit', '100g Glace Cherry', '1 tbs Milk', '2 tsp Caster Sugar']",100g Almonds | 180g Butter | 180g Muscovado Sugar | Zest of 1 Orange | 3 tbs Apricot Jam | 225g Plain Flour | 1 tsp Baking Powder | 3 Large Eggs | 100g Ground Almonds | 2 tbs Milk | 500g Dried Fruit | 100g Glace Cherry | 1 tbs Milk | 2 tsp Caster Sugar,Non-Meat, almonds |  butter |  muscovado sugar | zest of  orange |  apricot jam |  plain flour |  baking powder |  large eggs |  ground almonds |  milk |  dried fruit |  glace cherry |  milk |  caster sugar,almond butter muscovado sugar zest orang apricot jam plain flour bake powder larg egg ground almond milk dri fruit glace cherri milk caster sugar
Eccles Cakes,Dessert,"['250g Butter', '350g Plain Flour', 'Juice of 1/2 Lemon', '25g Butter', '200g Currants', '50g Mixed Peel', '100g Muscovado Sugar', '1 tsp Cinnamon', '1 tsp Ginger', '1 tsp Allspice', 'Zest of 1 Lemon', '1 beaten Eggs', 'spinkling Sugar']",250g Butter | 350g Plain Flour | Juice of 1/2 Lemon | 25g Butter | 200g Currants | 50g Mixed Peel | 100g Muscovado Sugar | 1 tsp Cinnamon | 1 tsp Ginger | 1 tsp Allspice | Zest of 1 Lemon | 1 beaten Eggs | spinkling Sugar,Non-Meat, butter |  plain flour | juice of / lemon |  butter |  currants |  mixed peel |  muscovado sugar |  cinnamon |  ginger |  allspice | zest of  lemon |  beaten eggs | spinkling sugar,butter plain flour juic lemon butter currant mix peel muscovado sugar cinnamon ginger allspic zest lemon beaten egg spinkl sugar
Eton Mess,Dessert,"['500g strawberries', '400ml double cream', '3 x 7.5cm meringue nests', '1 tbsp ginger cordial', 'sprigs of fresh Mint']",500g strawberries | 400ml double cream | 3 x 7.5cm meringue nests | 1 tbsp ginger cordial | sprigs of fresh Mint,Non-Meat, strawberries |  double cream |  x . meringue nests |  ginger cordial | sprigs of fresh mint,strawberri doubl cream x meringu nest ginger cordial sprig fresh mint
Honey Yogurt Cheesecake,Dessert,"['100g Digestive Biscuits', '85g Almonds', '85g Butter', '250ml Greek Yogurt', '750g Mascarpone', '2 Eggs', 'Zest of 1 Lemon', 'Zest of 1 Orange', '250ml Honey', 'To serve Fruit Mix']",100g Digestive Biscuits | 85g Almonds | 85g Butter | 250ml Greek Yogurt | 750g Mascarpone | 2 Eggs | Zest of 1 Lemon | Zest of 1 Orange | 250ml Honey | To serve Fruit Mix,Non-Meat, digestive biscuits |  almonds |  butter |  greek yogurt |  mascarpone |  eggs | zest of  lemon | zest of  orange |  honey | to serve fruit mix,digest biscuit almond butter greek yogurt mascarpon egg zest lemon zest orang honey serv fruit mix
Hot Chocolate Fudge,Dessert,"['2 cups Chocolate Chips', '2 tbs Heavy Cream', '1 – 14-ounce can Condensed Milk', '1 tsp Vanilla Extract', '1-⅓ cups White Chocolate Chips', '1-½ cups Miniature Marshmallows']",2 cups Chocolate Chips | 2 tbs Heavy Cream | 1 – 14-ounce can Condensed Milk | 1 tsp Vanilla Extract | 1-⅓ cups White Chocolate Chips | 1-½ cups Miniature Marshmallows,Non-Meat, chocolate chips |  heavy cream |  – -ounce can condensed milk |  vanilla extract | -⅓ cups white chocolate chips | - miniature marshmallows,chocol chip heavi cream – ounc condens milk vanilla extract ⅓ cup white chocol chip miniatur marshmallow
Jam Roly-Poly,Dessert,"['50g Butter', '250g Self-raising Flour', '1 small Vanilla', '50g Suet', '150ml Milk', '100g Raspberry Jam', 'to serve Custard']",50g Butter | 250g Self-raising Flour | 1 small Vanilla | 50g Suet | 150ml Milk | 100g Raspberry Jam | to serve Custard,Non-Meat, butter |  self-raising flour |  small vanilla |  suet |  milk |  raspberry jam | to serve custard,butter self rais flour small vanilla suet milk raspberri jam serv custard
Key Lime Pie,Dessert,"['300g Digestive Biscuits', '150g Butter', '400g Condensed Milk', '3 Egg Yolks', '4 Lime', '300ml Double Cream', '1 tbls Icing Sugar', 'to serve Lime']",300g Digestive Biscuits | 150g Butter | 400g Condensed Milk | 3 Egg Yolks | 4 Lime | 300ml Double Cream | 1 tbls Icing Sugar | to serve Lime,Non-Meat, digestive biscuits |  butter |  condensed milk |  egg yolks |  lime |  double cream |  tbls icing sugar | to serve lime,digest biscuit butter condens milk egg yolk lime doubl cream tbl ice sugar serv lime
Krispy Kreme Donut,Dessert,"['1/4 ounce Yeast', '1/4 cup Water', '1 1/2 cups Water', '1/2 cup Sugar', '1 tsp Salt', '2 Eggs', '1/3 cup Shortening', '5 drops Flour', 'Sprinking Canola Oil', '1/2 cup Milk', '2 cups Sugar', '1 1/2 cups Vanilla', '6 tablespoons Boiling Water', '1/3 cup Butter']",1/4 ounce Yeast | 1/4 cup Water | 1 1/2 cups Water | 1/2 cup Sugar | 1 tsp Salt | 2 Eggs | 1/3 cup Shortening | 5 drops Flour | Sprinking Canola Oil | 1/2 cup Milk | 2 cups Sugar | 1 1/2 cups Vanilla | 6 tablespoons Boiling Water | 1/3 cup Butter,Non-Meat, yeast |  water |   water |  sugar |  salt |  eggs |  shortening |  drops flour | sprinking canola oil |  milk |  sugar |   vanilla |  boiling water |  butter,yeast water water sugar salt egg shorten drop flour sprink canola oil milk sugar vanilla boil water butter
Madeira Cake,Dessert,"['175g Butter', '175g Caster Sugar', '3 Eggs', '250g Self-raising Flour', '3 tbs Milk', 'Zest of 1 Lemon', 'To Glaze Mixed Peel']",175g Butter | 175g Caster Sugar | 3 Eggs | 250g Self-raising Flour | 3 tbs Milk | Zest of 1 Lemon | To Glaze Mixed Peel,Non-Meat, butter |  caster sugar |  eggs |  self-raising flour |  milk | zest of  lemon | to glaze mixed peel,butter caster sugar egg self rais flour milk zest lemon glaze mix peel
Mince Pies,Dessert,"['225g Butter', '350g Plain Flour', '100g Caster Sugar', '280g Mincemeat', '1 small Egg', 'Topping Icing Sugar']",225g Butter | 350g Plain Flour | 100g Caster Sugar | 280g Mincemeat | 1 small Egg | Topping Icing Sugar,Non-Meat, butter |  plain flour |  caster sugar |  mincemeat |  small egg | topping icing sugar,butter plain flour caster sugar mincemeat small egg top ice sugar
Nanaimo Bars,Dessert,"['125g Custard', '50g Caster Sugar', '5 tbs Cocoa', '1 beaten Egg', '200g shredded Digestive Biscuits', '100g Desiccated Coconut', '50g Almonds', '100g Butter', '4 tbs Double Cream', '3 tbs Custard Powder', '250g Icing Sugar', '150g Dark Chocolate', '50g Butter']",125g Custard | 50g Caster Sugar | 5 tbs Cocoa | 1 beaten Egg | 200g shredded Digestive Biscuits | 100g Desiccated Coconut | 50g Almonds | 100g Butter | 4 tbs Double Cream | 3 tbs Custard Powder | 250g Icing Sugar | 150g Dark Chocolate | 50g Butter,Non-Meat, custard |  caster sugar |  cocoa |  beaten egg |  shredded digestive biscuits |  desiccated coconut |  almonds |  butter |  double cream |  custard powder |  icing sugar |  dark chocolate |  butter,custard caster sugar cocoa beaten egg shred digest biscuit desicc coconut almond butter doubl cream custard powder ice sugar dark chocol butter
New York cheesecake,Dessert,"['85g Butter', '140g Sour Cream', '1tbsp Sugar', '900g Cream Cheese', '250g Caster Sugar', '3 tbs Plain Flour', '1 ½ teaspoons Lemon Juice', '3 Large Eggs', '250ml Sour Cream', '150ml Sour Cream', '1 tbsp Caster Sugar', '2 tsp Lemon Juice']",85g Butter | 140g Sour Cream | 1tbsp Sugar | 900g Cream Cheese | 250g Caster Sugar | 3 tbs Plain Flour | 1 ½ teaspoons Lemon Juice | 3 Large Eggs | 250ml Sour Cream | 150ml Sour Cream | 1 tbsp Caster Sugar | 2 tsp Lemon Juice,Non-Meat, butter |  sour cream |  sugar |  cream cheese |  caster sugar |  plain flour |   lemon juice |  large eggs |  sour cream |  sour cream |  caster sugar |  lemon juice,butter sour cream sugar cream chees caster sugar plain flour lemon juic larg egg sour cream sour cream caster sugar lemon juic
Pancakes,Dessert,"['100g Flour', '2 large Eggs', '300ml Milk', '1 tbls Sunflower Oil', 'to serve Sugar', 'to serve Raspberries', 'to serve Blueberries']",100g Flour | 2 large Eggs | 300ml Milk | 1 tbls Sunflower Oil | to serve Sugar | to serve Raspberries | to serve Blueberries,Non-Meat, flour |  large eggs |  milk |  tbls sunflower oil | to serve sugar | to serve raspberries | to serve blueberries,flour larg egg milk tbl sunflow oil serv sugar serv raspberri serv blueberri
Parkin Cake,Dessert,"['200g Butter', '1 large Egg', '4 tbs Milk', '200g Golden Syrup', '85g Black Treacle', '85g Brown Sugar', '100g Oatmeal', '250g Self-raising Flour', '1 tbs Ground Ginger']",200g Butter | 1 large Egg | 4 tbs Milk | 200g Golden Syrup | 85g Black Treacle | 85g Brown Sugar | 100g Oatmeal | 250g Self-raising Flour | 1 tbs Ground Ginger,Non-Meat, butter |  large egg |  milk |  golden syrup |  black treacle |  brown sugar |  oatmeal |  self-raising flour |  ground ginger,butter larg egg milk golden syrup black treacl brown sugar oatmeal self rais flour ground ginger
Peach & Blueberry Grunt,Dessert,"['1 tsp Corn Flour', 'Juice of 2 Orange', 'Zest of 1 Orange', '2 tbs Caster Sugar', '6 Peaches', '250g Blueberries', '200g Self-raising Flour', '50g Butter', '100g Muscovado Sugar', '1 tsp Cinnamon', '6 tblsp Milk']",1 tsp Corn Flour | Juice of 2 Orange | Zest of 1 Orange | 2 tbs Caster Sugar | 6 Peaches | 250g Blueberries | 200g Self-raising Flour | 50g Butter | 100g Muscovado Sugar | 1 tsp Cinnamon | 6 tblsp Milk,Non-Meat, corn flour | juice of  orange | zest of  orange |  caster sugar |  peaches |  blueberries |  self-raising flour |  butter |  muscovado sugar |  cinnamon |  milk,corn flour juic orang zest orang caster sugar peach blueberri self rais flour butter muscovado sugar cinnamon milk
